pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
3184100,"Forty-four healthy male adolescents agreed to participate in the study. To be included, subjects had to be bellow 21 years of age, healthy, without any chronic disease and free of musculoskeletal conditions, bone fractures, medications or habits affecting bone development. Twenty-two adolescent male road cyclists (CY) were recruited from different cycling teams from Aragon (Spain). All cyclists were regular participants in regional competitions, and had been participating in training sessions and competitions a mean 10 hours per week (h/week) for a minimum of 2 and a maximum of 7 years prior to the study. Twenty-two controls (CG), physically-active boys, were recruited among high school and physical education course university students. Control subjects were enrolled in recreational sports (rugby, tennis, handball, soccer) 2 h a week with occasional match at the weekend but none cycled more than 1 h per week.","without any chronic disease and free of musculoskeletal conditions, bone fractures, medications or habits affecting bone development.",False,Embedded in Subjects section description
7100959,,,False,No specific criteria mentioned
8378737,,,False,No specific criteria mentioned
5919610,,,False,No specific criteria mentioned
8559940,,,False,No specific criteria mentioned
4498610,,,False,No specific criteria mentioned
7660520,,,False,No specific criteria mentioned
4351252,"Twenty-four Sprague-Dawley rats, which were three weeks old and weighed 207.1  43.9 g, were commercially obtained from the Department of Laboratory Animal Science, Nanchang University, China.","Unfortunately, one of the rats accidentally drowned during swimming training; therefore, the final animal number of the EG was 17.",False,Embedded in Animals section description
3629303,,,False,No specific criteria mentioned
8522460,,,False,No specific criteria mentioned
9447895,Eligible participants had had an episode of SCAD in the preceding 12 months.,,False,Methods - Recruitment section
9659748,Patients who were clinically diagnosed with typical AD fulfilled the criteria for probable AD dementia as defined by the National Institute on Aging-Alzheimers Association (NIA-AA) and the variants of AD fitted the International Working Group (IWG) 2 criteria. FTLD patients met the clinical criteria for the FTLD disease spectrum.,"(1) those with disturbance of consciousness, severe aphasia or serious illness, unable to complete the evaluation of neuropsychological scale; (2) symptoms caused by other systemic diseases or non-degenerative diseases of nervous system; (3) patients with heart, lung, liver, kidney, endocrine system diseases, or serious medical diseases such as connective tissue disease, hematopathy, and malnutrition; (4) patients with a history of brain or other tumors, brain trauma, gas poisoning, long-term alcoholism, epilepsy, etc.; (5) abnormal behavior conforms to psychiatric diagnosis; (6) biomarkers indicate other neurodegenerative diseases (non-AD or FTLD).",True,Materials and methods - Subjects and inclusion criteria section
5764372,,,False,No specific criteria mentioned
4664234,,,False,No specific criteria mentioned
3506972,,,False,No specific criteria mentioned
6336314,,,False,No specific criteria mentioned
4784796,,,False,No specific criteria mentioned
3849430,,,False,No specific criteria mentioned
3261908,,,False,No specific criteria mentioned
5886586,"SNEHA CHWs provided home-based counselling visits to the pregnant women, with increasing frequency as the pregnancy advanced. During the home visits, SNEHA CHWs encouraged women to register for delivery and access early ANC. They provided information on the possible danger signs during pregnancy for which they should seek immediate medical care; these include leaking water, the baby not moving, continuous bleeding from vagina, severe abdominal pain prior to the eighth month, severe headaches and blurry vision, convulsions or loss of consciousness, fever, and oedema on their feet. SNEHA CHWs individually counselled women on preparation for institutional delivery, appropriate postnatal care, the importance of iron and folic acid for the baby's growth, a nutritious diet, and rest. A critical component of the counselling was to discuss the importance of breastfeeding practices such as initiation of breastfeeding within one hour of delivery, the benefits of colostrum, exclusive breastfeeding and avoidance of any prelacteal feeds. These monthly home-based counselling visits continued from pregnancy through the birth of the child until the child was six months old. Postpartum home visit frequency was higher for premature, low birthweight, and malnourished children. SNEHA CHWs counselled lactating mothers on breastfeeding, correct positioning, common problems and remedies, and the importance of exclusive breastfeeding.",Approximately 34 percent of all mothers reported giving some form of prelacteal liquid in the first days after birth that was not breastmilk; those who gave prelacteals had lower levels of exclusive breastfeeding (54.7 percent) as compared to those who did not give any (70 percent).,False,Embedded in Methods section under Program activities for promotion of exclusive breastfeeding
4620150,,,False,No specific criteria mentioned
